FID,SHAPE,BEZIRK,STRASSE,BEZUG,ONR,BIS,STIEGE,FRAKTION_PA,FRAKTION_BI,FRAKTION_DO,FRAKTION_G,FRAKTION_KV,FRAKTION_TEXT,URL_TEXT,SE_SDO_ROWID,SE_ANNO_CAD_DATA
ALTSTOFFSAMMLUNGOGD.2615,POINT (16.29433857153797 48.24235038934509),18,Pötzleinsdorfer Straße,gegenüber,220,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2615,
ALTSTOFFSAMMLUNGOGD.2616,POINT (16.315212470775887 48.23980453720948),18,Pötzleinsdorfer Straße,vor,26,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2616,
ALTSTOFFSAMMLUNGOGD.2617,POINT (16.31419658408319 48.240108046530196),18,Pötzleinsdorfer Straße,gegenüber,33,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2617,
ALTSTOFFSAMMLUNGOGD.2618,POINT (16.31360900303342 48.24026180575747),18,Pötzleinsdorfer Straße,vor,38,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2618,
ALTSTOFFSAMMLUNGOGD.2619,POINT (16.31191730669191 48.24075743407505),18,Pötzleinsdorfer Straße,vor,54,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2619,
ALTSTOFFSAMMLUNGOGD.2620,POINT (16.317466137147758 48.239012269222705),18,Pötzleinsdorfer Straße,vor,5B,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2620,
ALTSTOFFSAMMLUNGOGD.2524,POINT (16.34098667583541 48.230885489748125),18,Cottagegasse,vor,25,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2524,
ALTSTOFFSAMMLUNGOGD.2525,POINT (16.341101511964716 48.231084952633935),18,Cottagegasse,vor,27,,,0,0,0,0,1, Kunststoff,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2525,
ALTSTOFFSAMMLUNGOGD.2526,POINT (16.31907569648136 48.229685197068356),18,Czartoryskigasse,neben,68,,,1,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2526,
ALTSTOFFSAMMLUNGOGD.2527,POINT (16.326378175753113 48.228126811861046),18,Czartoryskigasse,vor,9,,,0,1,1,1,1," Altglas, Kunststoff, Altmetall, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2527,
ALTSTOFFSAMMLUNGOGD.2528,POINT (16.306771917987653 48.245476639085155),18,Dr.-Heinrich-Maier-Straße,vor,1,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2528,
ALTSTOFFSAMMLUNGOGD.2529,POINT (16.307010176861688 48.24557643319007),18,Dr.-Heinrich-Maier-Straße,vor,2,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2529,
ALTSTOFFSAMMLUNGOGD.2530,POINT (16.304930373377932 48.24556482759277),18,Dr.-Heinrich-Maier-Straße,vor,20,,,1,1,0,1,1," Altpapier, Altglas, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2530,
ALTSTOFFSAMMLUNGOGD.2531,POINT (16.303538952207496 48.245406073783265),18,Dr.-Heinrich-Maier-Straße,vor,29,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2531,
ALTSTOFFSAMMLUNGOGD.2532,POINT (16.306398825857563 48.24547780251931),18,Dr.-Heinrich-Maier-Straße,vor,3,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2532,
ALTSTOFFSAMMLUNGOGD.2533,POINT (16.30277244633501 48.24539551242181),18,Dr.-Heinrich-Maier-Straße,vor,37,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2533,
ALTSTOFFSAMMLUNGOGD.2534,POINT (16.30161514880269 48.24547907747106),18,Dr.-Heinrich-Maier-Straße,vor,46,50,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2534,
ALTSTOFFSAMMLUNGOGD.2535,POINT (16.300453119660514 48.24539077090603),18,Dr.-Heinrich-Maier-Straße,vor,56,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2535,
ALTSTOFFSAMMLUNGOGD.2536,POINT (16.29965866997034 48.24529465557149),18,Dr.-Heinrich-Maier-Straße,vor,60,,,0,1,0,1,0," Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2536,
ALTSTOFFSAMMLUNGOGD.2537,POINT (16.313009630956987 48.23398636978344),18,Dürwaringstraße,neben,61,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2537,
ALTSTOFFSAMMLUNGOGD.2538,POINT (16.310784026316792 48.23332050003417),18,Dürwaringstraße,gegenüber,74,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2538,
ALTSTOFFSAMMLUNGOGD.2539,POINT (16.315460725405057 48.23543490951398),18,Eckpergasse,vor,31,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2539,
ALTSTOFFSAMMLUNGOGD.2540,POINT (16.31610293822491 48.236565999192855),18,Eckpergasse,gegenüber,46,,,1,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2540,
ALTSTOFFSAMMLUNGOGD.2541,POINT (16.317177611879927 48.236518067347184),18,Eckpergasse,gegenüber,47,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2541,
ALTSTOFFSAMMLUNGOGD.2542,POINT (16.335573479391993 48.230407339435786),18,Edmund-Weiß-Gasse,gegenüber,1,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2542,
ALTSTOFFSAMMLUNGOGD.2543,POINT (16.34002752529201 48.22260697453646),18,Eduardgasse,gegenüber,9,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2543,
ALTSTOFFSAMMLUNGOGD.2544,POINT (16.320293320055956 48.23308909428962),18,Erndtgasse,gegenüber,13,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2544,
ALTSTOFFSAMMLUNGOGD.2545,POINT (16.320821057050328 48.23466791056872),18,Erndtgasse,gegenüber,26,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2545,
ALTSTOFFSAMMLUNGOGD.2546,POINT (16.321945279065538 48.23637908769379),18,Erndtgasse,vor,27,,,0,0,1,1,1," Kunststoff, Altglas, Altglas, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2546,
ALTSTOFFSAMMLUNGOGD.2547,POINT (16.321864070144933 48.23601701416183),18,Erndtgasse,vor,34,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2547,
ALTSTOFFSAMMLUNGOGD.2548,POINT (16.31993170433288 48.23241051185746),18,Erndtgasse,vor,8,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2548,
ALTSTOFFSAMMLUNGOGD.2549,POINT (16.321752878583986 48.23359478931305),18,Ferrogasse,vor,45,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2549,
ALTSTOFFSAMMLUNGOGD.2550,POINT (16.33198611189914 48.22986875920941),18,Gentzgasse,vor,123,,,0,1,1,1,1," Biomüll, Altmetall, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2550,
ALTSTOFFSAMMLUNGOGD.2551,POINT (16.32367833841603 48.236967797814025),18,Gersthofer Straße,vor,107,,,0,0,0,1,1," Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2551,
ALTSTOFFSAMMLUNGOGD.2552,POINT (16.32198901801023 48.23740457990173),18,Gersthofer Straße,vor,117,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2552,
ALTSTOFFSAMMLUNGOGD.2553,POINT (16.32037664081398 48.23794440892767),18,Gersthofer Straße,vor,125,,,1,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altpapier, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2553,
ALTSTOFFSAMMLUNGOGD.2554,POINT (16.31890592377985 48.238675880091975),18,Gersthofer Straße,vor,164,,,0,1,1,0,1," Biomüll, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2554,
ALTSTOFFSAMMLUNGOGD.2555,POINT (16.31863476118387 48.23876622029008),18,Gersthofer Straße,vor,166,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2555,
ALTSTOFFSAMMLUNGOGD.2556,POINT (16.327312018525987 48.23514693194037),18,Gersthofer Straße,gegenüber,75,77,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2556,
ALTSTOFFSAMMLUNGOGD.2557,POINT (16.313822519255115 48.237783520795),18,Geyergasse,gegenüber,16,,,1,1,0,1,1," Altglas, Biomüll, Altpapier, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2557,
ALTSTOFFSAMMLUNGOGD.2558,POINT (16.31462859595644 48.23722340172225),18,Geyergasse,vor,9,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2558,
ALTSTOFFSAMMLUNGOGD.2559,POINT (16.307670788860516 48.242304361068214),18,Geymüllergasse,vor,22,,,1,1,0,0,0," Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2559,
ALTSTOFFSAMMLUNGOGD.2560,POINT (16.346294329167847 48.23146636607902),18,Gymnasiumstraße,gegenüber,47,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2560,
ALTSTOFFSAMMLUNGOGD.2561,POINT (16.335972977972972 48.23033557512407),18,Haizingergasse,vor,54,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2561,
ALTSTOFFSAMMLUNGOGD.2562,POINT (16.33757242230254 48.233932281276225),18,Hasenauerstraße,gegenüber,43,,,1,0,1,1,1," Altmetall, Altglas, Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2562,
ALTSTOFFSAMMLUNGOGD.2563,POINT (16.332438890719093 48.233939788869044),18,Hasenauerstraße,vor,56,,,1,0,1,1,1," Altmetall, Altglas, Kunststoff, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2563,
ALTSTOFFSAMMLUNGOGD.2564,POINT (16.32950906364115 48.234056120636794),18,Hasenauerstraße,vor,77,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2564,
ALTSTOFFSAMMLUNGOGD.2565,POINT (16.308480784474966 48.23871711002698),18,Hawelgasse,gegenüber,16,,,1,0,0,1,0," Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2565,
ALTSTOFFSAMMLUNGOGD.2566,POINT (16.327216562929543 48.23131827609589),18,Herbeckstraße,vor,10,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2566,
ALTSTOFFSAMMLUNGOGD.2567,POINT (16.315930155231026 48.23261933146895),18,Herbeckstraße,vor,112,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2567,
ALTSTOFFSAMMLUNGOGD.2568,POINT (16.314757104308562 48.23248602175782),18,Herbeckstraße,gegenüber,124,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2568,
ALTSTOFFSAMMLUNGOGD.2569,POINT (16.313586108977407 48.23228327344154),18,Herbeckstraße,gegenüber,134,,,1,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2569,
ALTSTOFFSAMMLUNGOGD.2570,POINT (16.328387645911846 48.23114704077193),18,Herbeckstraße,vor,2,,,1,0,1,1,1," Kunststoff, Altmetall, Altglas, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2570,
ALTSTOFFSAMMLUNGOGD.2571,POINT (16.324525189210146 48.2317427838432),18,Herbeckstraße,neben,30,,,1,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2571,
ALTSTOFFSAMMLUNGOGD.2572,POINT (16.322827208530843 48.2320066396938),18,Herbeckstraße,neben,44,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2572,
ALTSTOFFSAMMLUNGOGD.2573,POINT (16.31432028101192 48.23222100214933),18,Herbeckstraße,vor,79,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2573,
ALTSTOFFSAMMLUNGOGD.2574,POINT (16.315561635755905 48.23792269777389),18,Hockegasse,vor,59,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2574,
ALTSTOFFSAMMLUNGOGD.2575,POINT (16.31331028738031 48.2383864999495),18,Hockegasse,vor,72,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2575,
ALTSTOFFSAMMLUNGOGD.2576,POINT (16.311563312004154 48.23889776031657),18,Hockegasse,vor,78,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2576,
ALTSTOFFSAMMLUNGOGD.2577,POINT (16.309429462354696 48.239525276258824),18,Hockegasse,vor,94,,,0,1,0,1,1," Altglas, Biomüll, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2577,
ALTSTOFFSAMMLUNGOGD.2578,POINT (16.308288870257503 48.23985181679996),18,Hockegasse,gegenüber,99,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2578,
ALTSTOFFSAMMLUNGOGD.2579,POINT (16.336624107086315 48.22370996223229),18,Johann-Nepomuk-Vogl-Platz,,MARKT,,,0,1,1,1,1," Biomüll, Altmetall, Altglas, Altglas, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2579,
ALTSTOFFSAMMLUNGOGD.2580,POINT (16.30687368438688 48.243622373497594),18,Khevenhüllerstraße,vor,1,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2580,
ALTSTOFFSAMMLUNGOGD.2581,POINT (16.321337430553438 48.229980483828825),18,Krenngasse,vor,4,,,1,1,0,0,0," Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2581,
ALTSTOFFSAMMLUNGOGD.2582,POINT (16.333834646559286 48.22522205080104),18,Kreuzgasse,neben,61,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2582,
ALTSTOFFSAMMLUNGOGD.2583,POINT (16.343649046620698 48.22216280019118),18,Kutschkergasse,gegenüber,1,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2583,
ALTSTOFFSAMMLUNGOGD.2584,POINT (16.297087026236138 48.239445944276426),18,Ladenburghöhe,neben,35,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2584,
ALTSTOFFSAMMLUNGOGD.2585,POINT (16.337120850825816 48.229825299251765),18,Lazaristengasse,gegenüber,14,,,0,0,1,1,1," Altglas, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2585,
ALTSTOFFSAMMLUNGOGD.2586,POINT (16.33176685452804 48.23139956385458),18,Littrowgasse,gegenüber,1,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2586,
ALTSTOFFSAMMLUNGOGD.2587,POINT (16.32176186512224 48.23371098176233),18,Messerschmidtgasse,bei,21,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2587,
ALTSTOFFSAMMLUNGOGD.2588,POINT (16.322125574312924 48.23423874364372),18,Messerschmidtgasse,gegenüber,23,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2588,
ALTSTOFFSAMMLUNGOGD.2589,POINT (16.347894519493337 48.228592273746735),18,Michaelerstraße,vor,11,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2589,
ALTSTOFFSAMMLUNGOGD.2395,POINT (16.28234866009922 48.24004731143217),17,De-Quer-Gasse,bei,4,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2395,
ALTSTOFFSAMMLUNGOGD.2396,POINT (16.330403046710433 48.222789645489776),17,Diepoldplatz,gegenüber,1,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2396,
ALTSTOFFSAMMLUNGOGD.2397,POINT (16.30728924911389 48.22643290973471),17,Dornbacher Straße,vor,1,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2397,
ALTSTOFFSAMMLUNGOGD.2398,POINT (16.291631543867393 48.233125210828945),17,Dornbacher Straße,gegenüber,119,,,1,1,1,1,1," Altglas, Altpapier, Biomüll, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2398,
ALTSTOFFSAMMLUNGOGD.2399,POINT (16.305665432602158 48.22706462045771),17,Dornbacher Straße,vor,12,,,1,0,1,0,1," Kunststoff, Altmetall, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2399,
ALTSTOFFSAMMLUNGOGD.2400,POINT (16.305456070121892 48.22695646730262),17,Dornbacher Straße,vor,15A,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2400,
ALTSTOFFSAMMLUNGOGD.2401,POINT (16.30489941984445 48.227357502146894),17,Dornbacher Straße,vor,18,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2401,
ALTSTOFFSAMMLUNGOGD.2402,POINT (16.30453850996028 48.227241841855154),17,Dornbacher Straße,vor,19,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2402,
ALTSTOFFSAMMLUNGOGD.2403,POINT (16.29785590062865 48.22891865667252),17,Dornbacher Straße,gegenüber,59,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2403,
ALTSTOFFSAMMLUNGOGD.2404,POINT (16.29758269975632 48.22887449918337),17,Dornbacher Straße,vor,61,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2404,
ALTSTOFFSAMMLUNGOGD.2405,POINT (16.293765545175507 48.231928039343664),17,Dornbacher Straße,vor,86,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2405,
ALTSTOFFSAMMLUNGOGD.2406,POINT (16.294757281152446 48.2308070450261),17,Dornbacher Straße,gegenüber,87,,,0,1,1,1,1," Altglas, Kunststoff, Altmetall, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2406,
ALTSTOFFSAMMLUNGOGD.2407,POINT (16.334502449681104 48.22155861084154),17,Dornerplatz,gegenüber,9,,,0,1,1,1,1," Biomüll, Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2407,
ALTSTOFFSAMMLUNGOGD.2408,POINT (16.31401669020459 48.22513218771892),17,Dr.-Josef-Resch-Platz,gegenüber,5,6,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2408,
ALTSTOFFSAMMLUNGOGD.2409,POINT (16.331524128346874 48.218050660613194),17,Elterleinplatz,vor,5,,,0,0,0,1,0," Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2409,
ALTSTOFFSAMMLUNGOGD.2410,POINT (16.259467602166584 48.24416390162947),17,Exelbergstraße,vor,13,,,1,0,1,1,1," Altglas, Kunststoff, Altmetall, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2410,
ALTSTOFFSAMMLUNGOGD.2411,POINT (16.264073687349367 48.245614769499895),17,Exelbergstraße,vor,45,,,1,1,1,1,1," Altglas, Biomüll, Altpapier, Kunststoff, Altmetall",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2411,
ALTSTOFFSAMMLUNGOGD.2412,POINT (16.292699905666588 48.225033137332616),17,Franz-Glaser-Gasse,vor,19,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2412,
ALTSTOFFSAMMLUNGOGD.2413,POINT (16.29052842999527 48.224466269135675),17,Franz-Glaser-Gasse,vor,39,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2413,
ALTSTOFFSAMMLUNGOGD.2414,POINT (16.323285648142164 48.21696708444042),17,Geblergasse,gegenüber,114,,,0,0,0,1,0, Altglas,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2414,
ALTSTOFFSAMMLUNGOGD.2415,POINT (16.328358887552398 48.216462119990446),17,Geblergasse,gegenüber,84,,,0,1,1,1,1," Altglas, Biomüll, Altmetall, Kunststoff",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2415,
ALTSTOFFSAMMLUNGOGD.2416,POINT (16.30746637613129 48.22594120851729),17,Güpferlingstraße,gegenüber,21,,,1,1,1,1,1," Kunststoff, Altmetall, Altpapier, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2416,
ALTSTOFFSAMMLUNGOGD.2417,POINT (16.335850954491544 48.21485457903734),17,Helblinggasse,gegenüber,3,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2417,
ALTSTOFFSAMMLUNGOGD.2418,POINT (16.325259076629045 48.22012973163082),17,Hernalser Hauptstraße,vor,112,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2418,
ALTSTOFFSAMMLUNGOGD.2419,POINT (16.320826599239243 48.22188343535545),17,Hernalser Hauptstraße,vor,138A,,,0,0,1,1,1," Kunststoff, Altmetall, Altglas, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2419,
ALTSTOFFSAMMLUNGOGD.2420,POINT (16.315916882179593 48.223562062063884),17,Hernalser Hauptstraße,gegenüber,177,,,1,1,1,1,1," Kunststoff, Altmetall, Altpapier, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2420,
ALTSTOFFSAMMLUNGOGD.2421,POINT (16.307796610166925 48.22652170797586),17,Hernalser Hauptstraße,vor,230,,,0,1,0,0,0, Biomüll,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2421,
ALTSTOFFSAMMLUNGOGD.2422,POINT (16.288746794546835 48.23043439174565),17,Heuberggasse,gegenüber,33,,,1,1,0,0,0," Altpapier, Biomüll",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2422,
ALTSTOFFSAMMLUNGOGD.2423,POINT (16.292231215996974 48.22903913726512),17,Heuberggasse,vor,36,,,1,0,0,1,0," Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2423,
ALTSTOFFSAMMLUNGOGD.2424,POINT (16.28976072593493 48.2303133070595),17,Heuberggasse,bei,64,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2424,
ALTSTOFFSAMMLUNGOGD.2425,POINT (16.29840325352556 48.23046475858795),17,Himmelmutterweg,vor,1,,,1,0,1,1,1," Kunststoff, Altmetall, Altpapier, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2425,
ALTSTOFFSAMMLUNGOGD.2426,POINT (16.33104977621505 48.2193766824838),17,Hormayrgasse,vor,6,,,0,1,1,1,1," Kunststoff, Altmetall, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2426,
ALTSTOFFSAMMLUNGOGD.2427,POINT (16.301375451695307 48.23537163028485),17,Josef-Redl-Gasse,gegenüber,1,,,1,1,1,1,1," Kunststoff, Altmetall, Altpapier, Biomüll, Altglas",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2427,
ALTSTOFFSAMMLUNGOGD.2428,POINT (16.297158094859704 48.23786551574234),17,Josef-Redl-Gasse,gegenüber,10,,,1,1,0,0,0," Biomüll, Altpapier",http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2428,
ALTSTOFFSAMMLUNGOGD.2429,POINT (16.300955282803116 48.23660482116626),17,Josef-Redl-Gasse,gegenüber,13,,,1,0,0,0,0, Altpapier,http://www.wien.gv.at/umwelt/ma48/beratung/muelltrennung/index.html,2429,
