FID,OBJECTID,SHAPE,KATEGORIE_TXT,ADRESSE,FLAECHE,SPORTSTAETTEN_ART,WEBLINK1,SE_ANNO_CAD_DATA
SPORTSTAETTENOGD.123,123,POINT (16.37332673574917 48.16992623361265),÷ffentlich outdoor,"10., Columbusgasse, Hartmuthgasse",283,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.124,124,POINT (16.337605788908377 48.15899177772286),Vereinssport outdoor,"10., Computerstraﬂe 3",10057,Hundesport,,
SPORTSTAETTENOGD.125,125,POINT (16.340576315512802 48.156617535343855),Vereinssport outdoor,"10., Computerstraﬂe 3",5903,Tennisanlage ( 5 Pl‰tze),http://www.tcwienerberger.com/,
SPORTSTAETTENOGD.126,126,POINT (16.339643900283118 48.15812085049508),Vereinssport outdoor,"10., Computerstraﬂe 3",46812,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Kunstrasenmehrzweckplatz",http://www.sv-wienerfeld.at,
SPORTSTAETTENOGD.127,127,POINT (16.36668111679513 48.18063913190214),÷ffentlich outdoor,"10., Dampfgasse, Herzgasse, Landgutgasse",2057,polysportive Hartpl‰tze,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.128,128,POINT (16.335370829575222 48.16696684840125),Vereinssport outdoor,"10., Eibesbrunnergasse 13",2074,Kyudojo,http://www.gako-kyudo.at/index.htm,
SPORTSTAETTENOGD.129,129,POINT (16.33714904166614 48.166516269380914),Vereinssport outdoor,"10., Eibesbrunnergasse 13",57460,"3 Rasenpl‰tze,<br />2 Kunstrasenpl‰tze (Fuﬂball)",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/fussball.html,
SPORTSTAETTENOGD.130,130,POINT (16.336553856142164 48.168833032147575),Vereinssport outdoor,"10., Eibesbrunnergasse 9",10174,"Tennisanlage (7 Pl‰tze),<br />polysportiver Hartplatz,<br />Beachvolleyballanlage (1 Court)",http://www.watmeidling.at/,
SPORTSTAETTENOGD.131,131,POINT (16.357558388359138 48.1528820298004),÷ffentlich outdoor,"10., Eisenmengergasse, Neilreichgasse",600,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.132,132,POINT (16.388278177010985 48.158245650231436),÷ffentlich outdoor,"10., Endlichergasse, Schwarzenweg",900,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.133,133,POINT (16.3795316720619 48.176561509111515),÷ffentlich outdoor,"10., Erlachgasse, Wielandgasse",350,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.134,134,POINT (16.36890513455674 48.17810170965498),÷ffentlich outdoor,"10., Erlachplatz",547,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.135,135,POINT (16.381782474217825 48.166196112218806),Sporthalle,"10., Favoritenstraﬂe 183",4360,"Fitnesscenter (Badminton, Squash, Fitness)",http://www.clubdanube.at/cd_index.php,
SPORTSTAETTENOGD.136,136,POINT (16.380979647167372 48.154817446743294),÷ffentlich outdoor,"10., Fingergasse, Pichlmayergasse, Saligergasse",1810,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.137,137,POINT (16.38829574269731 48.16191075252927),Vereinssport outdoor,"10., Fischhofgasse 12",93580,"Franz Horr Stadion (4 Rasenpl‰tze, 2 Kunstrasenpl‰tze)",http://www.fk-austria.at/,
SPORTSTAETTENOGD.138,138,POINT (16.40860218805823 48.14357562379915),Vereinssport outdoor,"10., Fontanastraﬂe",23408,"Tennisanlage (Pl‰tze),<br />polysportiver Rasenplatz",https://sportclub.austrian.com/,
SPORTSTAETTENOGD.139,139,POINT (16.396362442442854 48.14482679715262),Vereinssport outdoor,"10., Franz-Koci-Straﬂe 1",37180,"Rasenplatz,<br />Kunstrasenplatz (FuﬂballI),<br />Leitathletikanlage,<br />polysportiver Rasenplatz",http://1980wien.wsf.at/,
SPORTSTAETTENOGD.140,140,POINT (16.39637589077299 48.144835783372486),Vereinssport outdoor,"10., Franz-Koci-Straﬂe 1",3670,Tennisanlage (4 Pl‰tze),http://www.wat-online.at/wat.html,
SPORTSTAETTENOGD.141,141,POINT (16.393929393279556 48.144938305584375),÷ffentlich outdoor,"10., Franz-Koci-Straﬂe 3",5160,Minigolfanlage,http://www.rotgold.at/de,
SPORTSTAETTENOGD.142,142,POINT (16.392625265870873 48.14556245869035),÷ffentlich outdoor,"10., Franz-Koci-Straﬂe, Alma-Rose-Gasse",3600,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.143,143,POINT (16.386602512858392 48.1392880452541),Vereinssport outdoor,"10., Franzosenweg 34",13110,Kunstrasenplatz (Fuﬂball),http://www.a11-roberlaa.at/,
SPORTSTAETTENOGD.144,144,POINT (16.371254285760184 48.17306967445301),÷ffentlich outdoor,"10., Gellertgasse, Laxenburgerstraﬂe",126,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.145,145,POINT (16.38845817556081 48.175648311948684),Vereinssport outdoor,"10., Gudrunstraﬂe, Eingang Laim‰ckergasse 31",9920,Tennisanlage (15 Pl‰tze),http://www.tennis-arsenal.at/,
SPORTSTAETTENOGD.146,146,POINT (16.37548257199361 48.17873861030968),÷ffentlich outdoor,"10., Gudrunstraﬂe, Favoritenstraﬂe",218,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.147,147,POINT (16.358879092510477 48.1721943272363),÷ffentlich outdoor,"10., Gussriegelstraﬂe",391,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.148,148,POINT (16.33890182302086 48.16269589781493),Sporthalle,"10., Gutheil-Schoder-Gasse 12",21663,"Sporthalle (Schwerpunkt Volleyball, fernˆstliche Kampfsportarten)",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/budocenter.html,
SPORTSTAETTENOGD.149,149,POINT (16.338829917160627 48.163478872422374),Vereinssport outdoor,"10., Gutheil-Schoder-Gasse 7",236360,Golfanlage,http://www.mbc-sport.at/,
SPORTSTAETTENOGD.150,150,POINT (16.36852489872918 48.17091074102313),÷ffentlich outdoor,"10., Hardthmuthgasse, Van-der-N¸ll-Gasse, Angeligasse",228,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.151,151,POINT (16.367368471041576 48.15933195346483),Vereinssport outdoor,"10., Heuberggst‰ttenstraﬂe 1",43516,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Mehrzweckkunstrasenplatz",http://www.ksvankerbrot-montelaa.at/main.php,
SPORTSTAETTENOGD.152,152,POINT (16.394095241170586 48.1543758487222),÷ffentlich outdoor,"10., Holzknechtstraﬂe 63-65",240,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.153,153,POINT (16.392607608371115 48.14698142625018),Sporthalle,"10., Jura-Soyfer-Gasse 3",3626,Sporthalle (polysportiv),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/favoriten.html,
SPORTSTAETTENOGD.154,154,POINT (16.38207522803648 48.170956386828095),Vereinssport outdoor,"10., Kennergasse 3",17680,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball)",http://www.favac.at/,
SPORTSTAETTENOGD.155,155,POINT (16.409489993004534 48.13300320150684),Vereinssport outdoor,"10., Klederingerstraﬂe, Scheunenstraﬂe 153",14810,Reitsportanlage (Gespannfahren),http://www.reitenwien.at//index.php?option=com_contact&task=view&contact_id=21&Itemid=136,
SPORTSTAETTENOGD.156,156,POINT (16.394869210237996 48.158676750996285),Sporthalle,"10., Laaer-Berg-Straﬂe 143",800,Sporthalle (Fuﬂball),http://www.fk-austria.at,
SPORTSTAETTENOGD.157,157,POINT (16.394882661929262 48.15868573736769),Vereinssport outdoor,"10., Laaer Berg-Straﬂe 143",33420,"2 Rasenpl‰tze,<br />Kunstrasenplatz (Fuﬂball)",http://www.fk-austria.at,
SPORTSTAETTENOGD.158,158,POINT (16.39824360655375 48.14671645102753),÷ffentlich outdoor,"10., Laaer-Berg-Straﬂe 211",509,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.159,159,POINT (16.371798247805717 48.17224904225722),Sporthalle,"10., Laxenburgerstraﬂe 66",5200,"Fitnesscenter (Tennis, Fitness)",http://www.clubdanube.at/cd_index.php,
SPORTSTAETTENOGD.160,160,POINT (16.386794162554665 48.158013569437166),÷ffentlich outdoor,"10., Ludwig-von-Hˆhnel-Gasse",3000,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.161,161,POINT (16.353810000946527 48.153276305110765),÷ffentlich outdoor,"10., Neilreichgasse, Baron-Karl-Gasse, Otto-Probst-Platz",618,"polysportiver Rasenplatz,<br />Beachvolleyballanlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.162,162,POINT (16.392468079687106 48.13971105809694),÷ffentlich outdoor,"10., Oberlaaer Straﬂe, Grund‰ckergasse",532,"polysportiver Hartplatz,<br />Beachvolleyballanlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.163,163,POINT (16.38165971825011 48.15374041567629),÷ffentlich outdoor,"10., Pichelmayergasse, Favoritenstraﬂe",100,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.164,164,POINT (16.386113254935747 48.17254569235322),÷ffentlich outdoor,"10., Puchsbaumgasse, Hausergasse",200,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.165,165,POINT (16.375169749746888 48.17548730625838),÷ffentlich outdoor,"10., Quellenstraﬂe",1428,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.166,166,POINT (16.393956324113045 48.17162469935555),÷ffentlich outdoor,"10., Quellenstraﬂe, Puchsbaumgasse",209,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.167,167,POINT (16.36596085889598 48.16509991495436),Vereinssport outdoor,"10., Raxstraﬂe 3",30861,"Rasenplatz,<br />Kunstrasenplatz (FuﬂballI),<br />Leitathletikanlage",http://www.ksv-wienerlinien.at/freizeit.html,
SPORTSTAETTENOGD.168,168,POINT (16.368113725078057 48.165458344979896),÷ffentlich outdoor,"10., Raxstraﬂe, Migerkastraﬂe",504,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.169,169,POINT (16.378823196269032 48.17429665038917),÷ffentlich outdoor,"10., Reumannplatz 23",50,polysportiver Hartplatz,http://www.wien.gv.at/freizeit/baeder/,
SPORTSTAETTENOGD.170,170,POINT (16.37823207497132 48.179308793936904),÷ffentlich outdoor,"10., Scheugasse, Keplergasse",334,"polysportive Hartpl‰tze,<br />Beachvolleyballanlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.171,171,POINT (16.354325412992605 48.175572908881904),÷ffentlich outdoor,"10., Triesterstraﬂe, Kundrathstraﬂe",50,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.172,172,POINT (16.368466408887915 48.1749549242566),÷ffentlich outdoor,"10., Van-der-N¸ll-Gasse, Rotenhofgasse",500,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.173,173,POINT (16.35493209265703 48.16862373911984),Sporthalle,"10., Windtenstraﬂe 2",2000,Sporthalle (Eissport),http://www.eisringsued.at,
SPORTSTAETTENOGD.174,174,POINT (16.354945539975155 48.16863273014974),÷ffentlich outdoor,"10., Windtenstraﬂe 2",52907,Eissportanlage,http://www.eisringsued.at,
SPORTSTAETTENOGD.175,175,POINT (16.405852983785564 48.18214547248991),÷ffentlich outdoor,"11., Am Kanal, Dampfm¸hlgasse, Hasenleitengasse",500,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.176,176,POINT (16.42952105035104 48.16925737565524),÷ffentlich outdoor,"11., Bleriotgasse, Unter der Kirche, Florian-Hedorfer-Straﬂe",720,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.177,177,POINT (16.466272313028348 48.152038387467144),÷ffentlich outdoor,"11., Csokorgasse 58-60 gg¸",235,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.178,178,POINT (16.425902403176575 48.16725000197066),÷ffentlich outdoor,"11., D¸rnbacherstraﬂe, Florian-Hedorfer-Straﬂe",140,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.179,179,POINT (16.41520745650837 48.17949387620652),÷ffentlich outdoor,"11., Eisteichstraﬂe 15 gg¸",103,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.180,180,POINT (16.431892213438623 48.167243725126895),Sporthalle,"11., Florian-Hedorfer-Straﬂe 24",3609,Sporthalle (polysportiv),http://www.wien.gv.at/freizeit/sportamt/sportstaetten/hallen/simmering.html,
SPORTSTAETTENOGD.181,181,POINT (16.41537190497505 48.18097143910709),÷ffentlich outdoor,"11., Fuchsrˆhrenstraﬂe, Zipperergasse, Trinkhausstraﬂe",496,"polysportiver Rasenplatz,<br />polysportiver Hartplatz",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.182,182,POINT (16.432293194735166 48.17756726341367),Vereinssport outdoor,"11., Haidestraﬂe 10",27972,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Tennisanlage (3 Pl‰tze)",http://scmautnermarkhof.at/,
SPORTSTAETTENOGD.183,183,POINT (16.420169288647216 48.16235850703547),Vereinssport outdoor,"11., Hasenleitengasse 49",40235,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />Tennisanlage (3 Pl‰tze)",http://www.ostbahn11.at/,
SPORTSTAETTENOGD.184,184,POINT (16.417642154139383 48.17102486850165),÷ffentlich outdoor,"11., Haugerstraﬂe, Lorystraﬂe, Simmeringer Hauptstraﬂe",399,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.185,185,POINT (16.409741864616713 48.17256292141166),Vereinssport outdoor,"11., Herderpark",7334,polysportiver Hartplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/herderpark.html,
SPORTSTAETTENOGD.186,186,POINT (16.419000823731945 48.177581850149195),÷ffentlich outdoor,"11., Hutterergasse, Mautner-Markhof-Gasse",1500,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.187,187,POINT (16.411094118337157 48.181467049695286),÷ffentlich outdoor,"11., Hyblerpark",480,"polypsportiver Hartplatz,<br />Beachvolleyballanlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.188,188,POINT (16.440257852985727 48.16308984005669),Vereinssport outdoor,"11., Kaiserebersdorferstraﬂe 126",9850,Tennisanlage (6 Pl‰tze),http://www.tc-neugebaeude.at/,
SPORTSTAETTENOGD.189,189,POINT (16.407091646235177 48.173099687125784),Vereinssport outdoor,"11., Leberstraﬂe 82",13811,Tennisanlage (13 Pl‰tze),http://tctopserve.wordpress.com/,
SPORTSTAETTENOGD.190,190,POINT (16.407450103042297 48.17252443771778),Vereinssport outdoor,"11., Leberstraﬂe 84",14269,Rasenplatz,http://www.fc-mariahilf.at/,
SPORTSTAETTENOGD.191,191,POINT (16.41130084332066 48.17386691945832),÷ffentlich outdoor,"11., Lorystraﬂe, Greifgasse",1300,polysportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.192,192,POINT (16.423414460515573 48.17758415646032),÷ffentlich outdoor,"11., Mautner-Markhof-Gasse 25",600,Beachvolleyballanlage,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.193,193,POINT (16.471047507172305 48.156370509626186),÷ffentlich outdoor,"11., Muhrhoferweg, Valiergasse",126,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.194,194,POINT (16.476113629116334 48.15930066531094),Vereinssport outdoor,"11., M¸nnichplatz 6",6240,polysportiver Rasenplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.195,195,POINT (16.420376512558857 48.18307049160455),Sporthalle,"11., Otto-Herschmann-Gasse 6",500,"Bowlinghalle,<br />Kegelbahn",http://www.ksv-wiengas.at/,
SPORTSTAETTENOGD.196,196,POINT (16.420389975089744 48.18307947494598),Vereinssport outdoor,"11., Otto Herschmanngasse 6",11570,"Rasenplatz,<br />Tennisanlage (6 Pl‰tze)",http://www.ksv-wiengas.at/,
SPORTSTAETTENOGD.197,197,POINT (16.425800294736167 48.17306519917932),Vereinssport outdoor,"11., Ravelinstraﬂe 8",25400,"2 Kunstrasenfelder (American Football),<br />Laufbahn",http://www.raiffeisenvikings.com/,
SPORTSTAETTENOGD.198,198,POINT (16.426259039110654 48.173138944347336),Vereinssport outdoor,"11., Ravelinstraﬂe 8a",2870,Modellsportanlage,http://www.smrc.at/,
SPORTSTAETTENOGD.199,199,POINT (16.461075529062498 48.15433717028887),÷ffentlich outdoor,"11., Rosa-Jochmann-Ring 22 gg¸",150,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.200,200,POINT (16.4267418426385 48.165429739761805),Vereinssport outdoor,"11., Simmeringer Hauptstraﬂe 207-211",22844,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball)",http://www.simmeringer-sc.at/,
SPORTSTAETTENOGD.201,201,POINT (16.440770225302 48.1570507641358),÷ffentlich outdoor,"11., Simmeringer Hauptstraﬂe 337",1376,Skateranlage,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.202,202,POINT (16.469678868583735 48.16383911838386),Vereinssport outdoor,"11., Zinnergasse/Klebindergasse",33494,"Rasenplatz,<br />Kunstrasenplatz (Fuﬂball),<br />polysportiver Rasenplatz",http://www.sc-kaiserebersdorf.at/,
SPORTSTAETTENOGD.203,203,POINT (16.476760295138696 48.157836157230044),Vereinssport outdoor,"11., Zwicklgasse 16 gg¸",10900,Bogenschieﬂanlage,http://www.bcunionwien.com/,
SPORTSTAETTENOGD.204,204,POINT (16.326978244239324 48.16086196180181),÷ffentlich outdoor,"12., Am Schˆpfwerk 29 hint.12",430,polysportiver Rasenplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.205,205,POINT (16.323930622005985 48.16109442613004),÷ffentlich outdoor,"12., An den Eisteichen, Am Schˆpfwerk",869,"polysportive Hartpl‰tze,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.206,206,POINT (16.33818717278062 48.17846863126676),÷ffentlich outdoor,"12., Aﬂmayergasse, Flursch¸tzstraﬂe",524,Beachvolleyballanlage,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.207,207,POINT (16.328811362257003 48.17303354548972),÷ffentlich outdoor,"12., Breitenfurter Straﬂe, Philadelphiabr¸cke",97,polypsportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.208,208,POINT (16.346971758954087 48.18256751222064),÷ffentlich outdoor,"12., Gaudenzdorfer G¸rtel 1-11 gg¸",1344,polypsportiver Hartplatz,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.209,209,POINT (16.346877721397735 48.18174644031555),÷ffentlich outdoor,"12., Gaudenzdorfer G¸rtel, Flursch¸tzstraﬂe",326,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.210,210,POINT (16.34577124492849 48.18247011192303),Vereinssport outdoor,"12., Haydnpark",7564,polysportiver Rasenplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/haydnpark.html,
SPORTSTAETTENOGD.211,211,POINT (16.30405378006036 48.16620138377177),Sporthalle,"12., Hervicusgasse 13-15",450,Sporthallen (polysportiv),http://www.sportunion-wien.at/de/menu_main/sportstaetten/marketshow-usz-hetzendorf,
SPORTSTAETTENOGD.212,212,POINT (16.304067217849386 48.16621038075505),Vereinssport outdoor,"12., Hervicusgasse 13-15",13454,"Kunstrasenplatz (Fuﬂball),<br />Tennisanlage (5 Pl‰tze),<br />Laufbahn,<br />polysportiver Hartplatz",http://www.sportunion-wien.at/de/menu_main/sportstaetten/marketshow-usz-hetzendorf,
SPORTSTAETTENOGD.213,213,POINT (16.31278725360725 48.16713797103772),÷ffentlich outdoor,"12., Hetzendorfer Straﬂe 66",405,polysportiver Hartplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.214,214,POINT (16.31624690125446 48.17360421673739),÷ffentlich outdoor,"12., Hohenfelsplatz",800,polysportiver Hartplatz,http://www.wien.gv.at/freizeit/sportamt/sportstaetten/spielplaetze.html,
SPORTSTAETTENOGD.215,215,POINT (16.328016470390406 48.17053858960757),Vereinssport outdoor,"12., Johann-Hoffmann-Platz",14362,"polysportiver Rasenplatz,<br />Laufbahn",http://www.wien.gv.at/freizeit/sportamt/sportstaetten/anlagen/jugendsport/hoffmann-platz.html,
SPORTSTAETTENOGD.216,216,POINT (16.303696085418835 48.161659244311245),÷ffentlich outdoor,"12., J‰gerhausgasse, Hervicusgasse",1234,"polysportiver Hartplatz,<br />Skateranlage",http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
SPORTSTAETTENOGD.217,217,POINT (16.303696085418835 48.161659244311245),÷ffentlich outdoor,"12., J‰gerhausgasse, Margarete-Seemann-Weg",176,Beachvolleyballanlage,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
